n,rmse,mae,crps,spearman,cov50,cov80,cov90,rmse_base,model,method,season,week,fit_time,n_train,n_dropped
266,6.751957986808166,4.820716440914947,3.597658740001388,0.5950363735826295,0.5413533834586466,0.8308270676691729,0.9172932330827067,6.656936743764382,stack,advi,2025,12.0,72.37148237228394,13555,4
