n,rmse,mae,crps,spearman,cov50,cov80,cov90,rmse_base,model,method,season,week,fit_time,n_train,n_dropped
266,6.76048852354584,4.766175986834082,3.562431175848336,0.6051983304696951,0.4699248120300752,0.7969924812030075,0.8646616541353384,6.656936743764382,ar,advi,2025,12.0,27.692622661590576,13555,4
