player_id,season,week,rush_attempt,rec_attempt,pass_attempt,rec_air_yards,lag_yards_per_rush_attempt,lag_yards_per_target,lag_yards_per_pass_attempt,lag_yards_per_rush_attempt_shrunk,lag_yards_per_target_shrunk,lag_yards_per_pass_attempt_shrunk,lag_avg_depth_of_target_shrunk,lag_rec_air_yards
00-0000865,2006,6.0,2.0,0.0,1.0,0.0,2.4285714285714284,0.0,8.36,3.785830568597077,7.6849935122666215,7.714151879347169,8.102917677872023,0.0
00-0000865,2006,7.0,0.0,0.0,13.0,0.0,-1.0,0.0,6.0,3.782621923129256,7.6849935122666215,7.056056398965051,8.102917677872023,0.0
00-0000865,2006,12.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,4.258976728496787,7.6849935122666215,9.72158442484232,8.102917677872023,0.0
00-0000865,2006,14.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,4.258976728496787,7.6849935122666215,7.20344327548042,8.102917677872023,0.0
00-0000865,2006,15.0,2.0,0.0,1.0,0.0,-1.0,0.0,0.0,3.782621923129256,7.6849935122666215,7.0964572513420325,8.102917677872023,0.0
00-0000865,2006,16.0,0.0,0.0,11.0,0.0,-0.5,0.0,8.0,3.8279116087430283,7.6849935122666215,7.129749837222735,8.102917677872023,0.0
00-0000865,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.454545454545454,4.258976728496787,7.6849935122666215,6.313973310072713,8.102917677872023,0.0
00-0000865,2007,2.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.009500631826681,7.6849935122666215,7.0964572513420325,8.102917677872023,0.0
00-0000865,2007,3.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.782621923129256,7.6849935122666215,7.0964572513420325,8.102917677872023,0.0
00-0000865,2007,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.056938776079777,7.6849935122666215,7.0964572513420325,8.102917677872023,0.0
00-0000865,2007,9.0,2.0,0.0,5.0,0.0,-0.5,0.0,0.0,3.8279116087430283,7.6849935122666215,7.0964572513420325,8.102917677872023,0.0
00-0000865,2007,16.0,3.0,0.0,0.0,0.0,0.0,0.0,2.8,3.873201294356801,7.6849935122666215,6.40658377958825,8.102917677872023,0.0
00-0000865,2007,17.0,1.0,0.0,31.0,0.0,-0.6666666666666666,0.0,0.0,3.618730745351398,7.6849935122666215,7.0964572513420325,8.102917677872023,0.0
00-0000865,2009,11.0,0.0,0.0,2.0,0.0,-1.0,0.0,7.032258064516129,4.009500631826681,7.6849935122666215,7.061627120846371,8.102917677872023,0.0
00-0000865,2010,2.0,1.0,0.0,11.0,0.0,0.0,0.0,8.5,4.258976728496787,7.6849935122666215,7.196213453471071,8.102917677872023,0.0
00-0000865,2010,3.0,5.0,0.0,17.0,0.0,0.0,0.0,2.272727272727273,4.056938776079777,7.6849935122666215,5.667760331989098,8.102917677872023,0.0
00-0000865,2010,4.0,1.0,0.0,21.0,0.0,5.2,0.0,10.941176470588236,4.44658043098755,7.6849935122666215,8.611548752055509,8.102917677872023,0.0
00-0000865,2011,13.0,3.0,0.0,0.0,0.0,4.0,0.0,6.714285714285714,4.246691353092161,7.6849935122666215,6.926204928657695,8.102917677872023,0.0
00-0000865,2011,14.0,0.0,0.0,2.0,0.0,-0.6666666666666666,0.0,0.0,3.618730745351398,7.6849935122666215,7.0964572513420325,8.102917677872023,0.0
